"country","host_name","network_zone_type","ip_address","data_centre_location","it_service","it_service_owner","rhel_version","network_environment","running_cost_in_usd","infrastructure_component","operational_status"
"PL","host7991","LAN","216.25.108.53","Warsaw DC","Database","Adele","RHEL 7","Dev",581,"rProxy","decommissioning"
"US","host3599","DMZ","214.39.150.37","New York DC","Database","Amy Winehouse","RHEL 9","Prod",1002,"Hazelcast","active"
"UK","host9258","WAN","196.71.128.47","London DC","Web Hosting","David Bowie","RHEL 8","Prod",909,"Kong GW","active"
"US","host3266","DMZ","221.179.158.9","New York DC","Monitoring","David Bowie","RHEL 8","Test",1385,"Hazelcast","planned"
"UK","host4017","WAN","214.1.127.235","London DC","Web Hosting","Adele","RHEL 8","Prod",1325,"Mule GW","active"
"UK","host8577","LAN","221.185.176.164","London DC","Email","Amy Winehouse","RHEL 8","Prod",1066,"Kong GW","active"
"PL","host9183","LAN","193.169.212.241","Warsaw DC","Monitoring","John Lennon","RHEL 8","Prod",510,"Kong GW","planned"
"US","host9046","LAN","220.222.47.231","New York DC","Web Hosting","Elton John","RHEL 8","Dev",1223,"MongoDB","active"
"UK","host9788","LAN","219.197.205.189","London DC","Database","Adele","RHEL 7","Prod",1396,"rProxy","active"
"US","host4951","WAN","217.97.150.140","New York DC","Monitoring","Adele","RHEL 7","Prod",1858,"Hazelcast","decommissioning"
"PL","host5630","LAN","193.217.163.216","Warsaw DC","Monitoring","Adele","RHEL 9","Prod",220,"Hazelcast","planned"
"PL","host7758","WAN","197.126.10.130","Warsaw DC","Database","Adele","RHEL 7","Dev",774,"Kong GW","decommissioning"
"US","host4504","LAN","215.9.95.65","New York DC","Email","Adele","RHEL 8","Prod",1150,"Kong GW","planned"
"PL","host6404","WAN","202.189.9.243","Warsaw DC","Email","Adele","RHEL 8","Dev",340,"rProxy","active"
"PL","host7550","LAN","223.223.174.131","Warsaw DC","Web Hosting","Elton John","RHEL 9","Prod",162,"Mule GW","planned"
"PL","host9218","LAN","204.170.169.174","Warsaw DC","Email","Amy Winehouse","RHEL 8","Prod",585,"Mule GW","active"
"US","host3096","LAN","212.212.151.1","New York DC","Database","Elton John","RHEL 7","Dev",1748,"rProxy","decommissioning"
"UK","host7218","DMZ","200.242.180.57","London DC","Database","John Lennon","RHEL 9","Prod",636,"Mule GW","planned"
"CN","host3269","LAN","221.194.235.144","Beijing DC","Monitoring","David Bowie","RHEL 9","Dev",886,"MongoDB","planned"
"PL","host6345","WAN","205.221.133.198","Warsaw DC","Email","Adele","RHEL 7","Test",519,"Hazelcast","decommissioning"
"UK","host9648","LAN","222.71.14.161","London DC","Web Hosting","Amy Winehouse","RHEL 9","Dev",659,"Hazelcast","active"
"UK","host5787","DMZ","223.163.168.38","London DC","Email","Amy Winehouse","RHEL 9","Prod",764,"Mule PCE","active"
"UK","host8237","LAN","223.229.100.109","London DC","Database","David Bowie","RHEL 8","Prod",1086,"Hazelcast","planned"
"US","host1980","LAN","222.161.134.60","New York DC","Web Hosting","David Bowie","RHEL 8","Prod",1142,"Hazelcast","planned"
"UK","host8532","LAN","199.105.5.30","London DC","Database","Amy Winehouse","RHEL 9","Dev",967,"rProxy","active"
"HK","host3396","LAN","214.199.50.153","Hong Kong DC","Email","Adele","RHEL 9","Prod",877,"rProxy","active"
"US","host7351","LAN","214.84.154.220","New York DC","Web Hosting","Adele","RHEL 8","Prod",1448,"MongoDB","active"
"US","host9005","WAN","193.55.87.70","New York DC","Database","Elton John","RHEL 8","Dev",1493,"Kong GW","decommissioning"
"US","host9787","LAN","210.96.168.150","New York DC","File Storage","Elton John","RHEL 9","Prod",1046,"rProxy","active"
"UK","host7476","WAN","213.141.104.184","London DC","File Storage","David Bowie","RHEL 8","Prod",1128,"Hazelcast","active"
"HK","host2760","WAN","199.152.39.73","Hong Kong DC","File Storage","David Bowie","RHEL 8","Test",746,"Mule GW","active"
"UK","host9962","WAN","197.68.116.79","London DC","Web Hosting","Adele","RHEL 9","Prod",629,"Hazelcast","planned"
"CN","host9952","LAN","195.123.55.245","Beijing DC","Database","Elton John","RHEL 9","Dev",821,"rProxy","planned"
"US","host4316","LAN","221.119.229.137","New York DC","Web Hosting","Adele","RHEL 8","Prod",1021,"Mule PCE","planned"
"US","host2658","WAN","198.73.214.124","New York DC","Database","Amy Winehouse","RHEL 9","Test",823,"rProxy","planned"
"UK","host8301","DMZ","204.236.118.13","London DC","File Storage","David Bowie","RHEL 7","Dev",1584,"Hazelcast","decommissioning"
"UK","host5485","LAN","214.181.3.214","London DC","Web Hosting","David Bowie","RHEL 7","Prod",1273,"rProxy","active"
"US","host7521","LAN","210.243.243.14","New York DC","Email","Adele","RHEL 8","Test",1344,"rProxy","active"
"US","host1447","DMZ","214.110.46.138","New York DC","Email","Amy Winehouse","RHEL 8","Test",1303,"Hazelcast","active"
"PL","host9697","WAN","208.230.11.247","Warsaw DC","File Storage","John Lennon","RHEL 8","Dev",596,"rProxy","active"
"UK","host9879","LAN","214.59.149.214","London DC","Database","David Bowie","RHEL 9","Dev",817,"Hazelcast","planned"
"UK","host6640","LAN","213.127.74.35","London DC","Monitoring","Amy Winehouse","RHEL 8","Prod",1299,"Hazelcast","active"
"UK","host5470","LAN","206.199.87.86","London DC","Web Hosting","Adele","RHEL 9","Prod",802,"MongoDB","active"
"UK","host3212","WAN","200.35.77.94","London DC","Email","Amy Winehouse","RHEL 8","Prod",1018,"rProxy","active"
"US","host8089","LAN","219.193.46.128","New York DC","Database","Adele","RHEL 9","Dev",987,"Hazelcast","planned"
"UK","host8369","LAN","198.142.22.36","London DC","Database","Adele","RHEL 8","Dev",920,"Kong GW","planned"
"UK","host9789","LAN","214.249.122.134","London DC","Web Hosting","Elton John","RHEL 8","Test",906,"Hazelcast","decommissioning"
"US","host3604","WAN","211.41.252.78","New York DC","Web Hosting","John Lennon","RHEL 9","Prod",953,"Hazelcast","planned"
"CN","host8706","LAN","193.58.46.48","Beijing DC","File Storage","John Lennon","RHEL 7","UAT",807,"rProxy","decommissioning"
"PL","host7032","LAN","196.90.29.184","Warsaw DC","Monitoring","Amy Winehouse","RHEL 7","Dev",587,"MongoDB","active"
"US","host5800","DMZ","214.248.212.175","New York DC","Database","Elton John","RHEL 9","Dev",896,"Hazelcast","planned"
"UK","host4896","LAN","221.116.189.2","London DC","Web Hosting","Adele","RHEL 9","Dev",938,"Mule GW","active"
"US","host9200","WAN","194.212.25.38","New York DC","Email","Adele","RHEL 8","Prod",1149,"Hazelcast","decommissioning"
"CN","host3003","WAN","210.250.183.199","Beijing DC","Database","Adele","RHEL 9","Dev",423,"Hazelcast","planned"
"UK","host3613","WAN","219.212.24.15","London DC","File Storage","Elton John","RHEL 7","Prod",1239,"Hazelcast","active"
"UK","host8605","DMZ","208.173.51.232","London DC","Email","John Lennon","RHEL 8","Prod",1359,"Hazelcast","planned"
"UK","host2463","LAN","195.134.219.106","London DC","Web Hosting","Adele","RHEL 8","Prod",863,"Mule PCE","active"
"CN","host1721","LAN","212.129.80.60","Beijing DC","Database","Amy Winehouse","RHEL 9","Prod",622,"Mule PCE","planned"
"UK","host5278","DMZ","194.35.251.162","London DC","File Storage","David Bowie","RHEL 8","Test",953,"Mule PCE","active"
"UK","host3453","LAN","212.15.179.179","London DC","File Storage","John Lennon","RHEL 8","Test",1051,"rProxy","active"
"UK","host3516","WAN","213.118.168.63","London DC","Database","Amy Winehouse","RHEL 9","Prod",859,"Kong GW","planned"
"US","host1711","LAN","218.31.38.118","New York DC","Database","Adele","RHEL 9","Prod",1047,"Hazelcast","active"
"UK","host2244","LAN","214.70.71.251","London DC","Database","Adele","RHEL 8","Test",1275,"Mule GW","planned"
"HK","host2224","LAN","201.192.156.118","Hong Kong DC","Web Hosting","Adele","RHEL 9","Prod",665,"Mule PCE","active"
"UK","host2876","LAN","212.184.138.17","London DC","File Storage","John Lennon","RHEL 8","Prod",1105,"Hazelcast","planned"
"HK","host9955","LAN","210.122.84.22","Hong Kong DC","File Storage","David Bowie","RHEL 9","Prod",646,"Hazelcast","planned"
"UK","host5461","DMZ","212.10.88.236","London DC","Monitoring","Elton John","RHEL 9","UAT",639,"Kong GW","planned"
"US","host7671","WAN","214.181.140.171","New York DC","File Storage","Adele","RHEL 7","Dev",1691,"Mule GW","decommissioning"
"PL","host3101","WAN","206.10.54.5","Warsaw DC","Monitoring","Adele","RHEL 9","Prod",312,"Hazelcast","planned"
"UK","host2029","DMZ","193.178.4.41","London DC","File Storage","Amy Winehouse","RHEL 8","Prod",1274,"Hazelcast","planned"
"PL","host6495","WAN","192.185.154.180","Warsaw DC","Web Hosting","John Lennon","RHEL 9","Prod",266,"MongoDB","planned"
"US","host8768","LAN","193.59.173.232","New York DC","Email","Elton John","RHEL 9","Dev",1005,"rProxy","active"
"UK","host6769","LAN","201.237.81.19","London DC","Email","Amy Winehouse","RHEL 7","Prod",1292,"Mule PCE","decommissioning"
"UK","host3902","LAN","222.18.228.114","London DC","Email","Adele","RHEL 7","Prod",1206,"Mule PCE","decommissioning"
"HK","host8997","LAN","223.121.34.164","Hong Kong DC","Web Hosting","Adele","RHEL 8","Test",851,"rProxy","active"
"US","host6881","WAN","199.181.231.238","New York DC","Database","Amy Winehouse","RHEL 8","Test",1167,"Mule PCE","active"
"UK","host6515","WAN","195.120.107.230","London DC","Email","Adele","RHEL 7","Prod",1796,"Hazelcast","planned"
"PL","host3622","LAN","213.124.171.219","Warsaw DC","Database","Elton John","RHEL 8","Test",466,"Kong GW","active"
"UK","host5030","LAN","222.18.231.179","London DC","Email","Amy Winehouse","RHEL 7","Dev",1526,"MongoDB","decommissioning"
"PL","host4360","WAN","211.84.126.126","Warsaw DC","Database","Amy Winehouse","RHEL 8","Prod",435,"Hazelcast","decommissioning"
"UK","host3803","LAN","210.113.248.48","London DC","Monitoring","David Bowie","RHEL 7","Dev",1732,"Hazelcast","decommissioning"
"US","host5130","WAN","213.175.199.237","New York DC","File Storage","Elton John","RHEL 9","Test",1101,"Hazelcast","planned"
"US","host2160","DMZ","210.64.57.43","New York DC","File Storage","David Bowie","RHEL 8","Dev",1027,"Kong GW","active"
"UK","host5879","DMZ","197.102.99.87","London DC","Web Hosting","Amy Winehouse","RHEL 8","Test",1356,"Mule PCE","active"
"PL","host7691","LAN","196.212.139.4","Warsaw DC","Database","Amy Winehouse","RHEL 9","Test",285,"rProxy","active"
"UK","host6741","WAN","201.113.165.153","London DC","Monitoring","Amy Winehouse","RHEL 9","Dev",822,"Hazelcast","active"
"US","host5908","LAN","210.185.117.161","New York DC","Database","Adele","RHEL 7","Prod",1545,"MongoDB","decommissioning"
"US","host4216","LAN","205.28.111.189","New York DC","Email","Elton John","RHEL 8","Prod",1209,"Hazelcast","active"
"US","host9275","LAN","220.7.59.38","New York DC","Email","Adele","RHEL 8","Dev",1243,"Mule GW","planned"
"UK","host8357","WAN","205.66.245.27","London DC","Email","David Bowie","RHEL 8","Dev",1091,"Mule GW","active"
"UK","host2502","LAN","218.144.219.89","London DC","Web Hosting","Adele","RHEL 8","Prod",845,"Kong GW","active"
"UK","host4107","LAN","212.17.80.57","London DC","Monitoring","Elton John","RHEL 9","Test",650,"rProxy","planned"
"PL","host9362","LAN","195.162.25.240","Warsaw DC","Database","David Bowie","RHEL 9","Prod",288,"Mule PCE","active"
"UK","host6137","LAN","221.46.15.12","London DC","Email","Adele","RHEL 8","Test",1292,"Mule GW","active"
"US","host1469","WAN","197.233.27.230","New York DC","Database","Adele","RHEL 8","Prod",1328,"Hazelcast","planned"
"US","host3719","LAN","199.17.151.224","New York DC","Email","John Lennon","RHEL 8","Prod",1057,"rProxy","active"
"PL","host7691","WAN","219.250.46.253","Warsaw DC","Web Hosting","David Bowie","RHEL 9","Prod",297,"Hazelcast","planned"
"US","host1248","LAN","195.56.132.29","New York DC","Database","John Lennon","RHEL 8","Dev",1310,"Kong GW","active"
"US","host5426","DMZ","196.58.193.14","New York DC","Email","David Bowie","RHEL 8","Prod",1459,"Hazelcast","planned"
"US","host9415","LAN","222.96.53.45","New York DC","Web Hosting","Adele","RHEL 9","Dev",1090,"Hazelcast","active"
"US","host9274","WAN","210.115.143.134","New York DC","Web Hosting","Elton John","RHEL 8","Dev",1026,"Hazelcast","active"
"US","host8639","LAN","196.138.164.137","New York DC","Database","Adele","RHEL 8","Prod",1367,"Mule PCE","planned"
"US","host6348","WAN","221.118.22.79","New York DC","Monitoring","Adele","RHEL 8","UAT",1049,"rProxy","active"
"US","host8370","LAN","215.176.135.38","New York DC","Database","Amy Winehouse","RHEL 8","Prod",1009,"Hazelcast","active"
"UK","host4605","WAN","192.99.200.10","London DC","Email","Adele","RHEL 9","Prod",769,"Hazelcast","planned"
"UK","host1889","LAN","212.200.254.29","London DC","Email","David Bowie","RHEL 8","Prod",1349,"Mule GW","active"
"UK","host3231","DMZ","200.219.240.169","London DC","Email","John Lennon","RHEL 8","Dev",948,"Hazelcast","active"
"US","host9353","LAN","207.231.99.7","New York DC","Web Hosting","Amy Winehouse","RHEL 8","Prod",1148,"Mule GW","active"
"UK","host3313","LAN","193.86.95.71","London DC","Web Hosting","Amy Winehouse","RHEL 9","Prod",801,"Hazelcast","planned"
"UK","host7551","DMZ","195.129.246.40","London DC","Email","Adele","RHEL 8","Test",1246,"Hazelcast","active"
"US","host5699","WAN","196.82.25.199","New York DC","Database","Amy Winehouse","RHEL 7","Prod",1855,"Hazelcast","decommissioning"
"UK","host2408","DMZ","208.204.42.88","London DC","Web Hosting","Adele","RHEL 8","Dev",1346,"rProxy","planned"
"UK","host2693","LAN","211.160.209.1","London DC","Database","Adele","RHEL 8","Prod",849,"Mule GW","active"
"US","host5246","WAN","203.104.35.14","New York DC","Web Hosting","Adele","RHEL 8","Prod",1412,"rProxy","active"
"UK","host1492","WAN","195.102.46.35","London DC","Email","Adele","RHEL 7","Prod",1483,"Kong GW","decommissioning"
"HK","host1670","LAN","202.167.148.48","Hong Kong DC","Web Hosting","Amy Winehouse","RHEL 7","Prod",966,"Mule GW","decommissioning"
"US","host2853","LAN","205.80.35.241","New York DC","Web Hosting","Elton John","RHEL 9","Prod",951,"rProxy","planned"
"PL","host5304","LAN","198.110.237.30","Warsaw DC","Database","Elton John","RHEL 8","Prod",519,"rProxy","planned"
"US","host6533","LAN","220.67.251.231","New York DC","Database","Amy Winehouse","RHEL 8","Prod",1266,"Mule GW","active"
"HK","host4796","LAN","200.146.49.247","Hong Kong DC","Web Hosting","Amy Winehouse","RHEL 8","Dev",742,"Hazelcast","active"
"HK","host7213","LAN","197.181.94.216","Hong Kong DC","File Storage","Adele","RHEL 8","Prod",914,"Kong GW","active"
"UK","host7967","LAN","192.83.59.76","London DC","File Storage","David Bowie","RHEL 8","Test",1061,"rProxy","active"
"US","host1363","LAN","211.49.246.96","New York DC","Web Hosting","David Bowie","RHEL 7","Dev",1535,"Hazelcast","decommissioning"
"CN","host4597","LAN","208.207.238.108","Beijing DC","File Storage","Amy Winehouse","RHEL 9","Dev",725,"Mule PCE","active"
"PL","host3853","WAN","201.164.172.214","Warsaw DC","File Storage","Elton John","RHEL 7","UAT",664,"rProxy","decommissioning"
"PL","host9380","WAN","201.110.60.210","Warsaw DC","Database","Adele","RHEL 9","Test",200,"rProxy","planned"
"PL","host6949","LAN","209.224.150.113","Warsaw DC","Monitoring","Adele","RHEL 8","Dev",568,"Hazelcast","active"
"UK","host2522","LAN","218.160.201.66","London DC","Email","John Lennon","RHEL 8","Prod",1057,"Mule GW","active"
"HK","host3773","LAN","223.139.207.74","Hong Kong DC","Database","Amy Winehouse","RHEL 9","Prod",634,"Mule GW","planned"
"UK","host7515","LAN","215.185.189.170","London DC","Database","David Bowie","RHEL 9","Prod",857,"Mule GW","planned"
"US","host1320","LAN","197.65.188.137","New York DC","Database","Adele","RHEL 9","Test",869,"Hazelcast","planned"
"US","host7948","WAN","211.113.78.101","New York DC","Email","David Bowie","RHEL 9","Prod",894,"Mule GW","planned"
"PL","host2074","LAN","222.51.123.86","Warsaw DC","Email","Adele","RHEL 9","Dev",242,"Hazelcast","active"
"UK","host7076","LAN","219.234.57.176","London DC","Database","David Bowie","RHEL 7","Prod",1796,"rProxy","active"
"UK","host6634","LAN","211.172.248.229","London DC","Email","John Lennon","RHEL 8","Dev",1343,"Kong GW","planned"
"UK","host5661","LAN","195.119.254.7","London DC","Email","Amy Winehouse","RHEL 9","Test",990,"Mule GW","planned"
"US","host9412","WAN","193.246.12.92","New York DC","Web Hosting","Amy Winehouse","RHEL 9","Prod",810,"Hazelcast","active"
"HK","host7638","WAN","208.130.68.2","Hong Kong DC","Web Hosting","Amy Winehouse","RHEL 7","Test",814,"Hazelcast","active"
"UK","host4423","LAN","201.167.113.146","London DC","Database","Adele","RHEL 7","Prod",1532,"Hazelcast","decommissioning"
"UK","host1721","LAN","220.138.17.53","London DC","Database","David Bowie","RHEL 9","Prod",983,"Hazelcast","planned"
"UK","host7934","DMZ","194.203.86.173","London DC","Email","Amy Winehouse","RHEL 9","Prod",650,"Kong GW","planned"
"US","host1130","LAN","215.168.208.67","New York DC","File Storage","Adele","RHEL 8","Dev",1497,"Kong GW","active"
"US","host2576","LAN","208.208.17.49","New York DC","Email","Adele","RHEL 8","Test",1463,"rProxy","active"
"US","host6954","WAN","222.2.19.221","New York DC","Database","David Bowie","RHEL 8","Dev",1023,"rProxy","active"
"US","host7293","LAN","207.235.36.136","New York DC","Monitoring","Amy Winehouse","RHEL 7","Prod",1940,"Hazelcast","planned"
"PL","host5977","DMZ","193.190.7.34","Warsaw DC","Web Hosting","David Bowie","RHEL 7","Prod",635,"Mule PCE","decommissioning"
"US","host7173","LAN","197.244.127.245","New York DC","Monitoring","Adele","RHEL 8","Dev",1380,"Hazelcast","active"
"UK","host7274","LAN","211.30.94.160","London DC","Email","Adele","RHEL 7","Dev",1398,"Hazelcast","decommissioning"
"UK","host6565","DMZ","207.250.3.183","London DC","Monitoring","Adele","RHEL 9","Test",616,"Mule GW","active"
"US","host4791","WAN","192.133.210.90","New York DC","Database","Adele","RHEL 7","Prod",1531,"Hazelcast","active"
"UK","host4803","LAN","202.21.150.254","London DC","Email","Adele","RHEL 7","Dev",1322,"rProxy","active"
"US","host7001","WAN","217.213.154.96","New York DC","Email","Amy Winehouse","RHEL 7","Dev",1871,"Kong GW","decommissioning"
"US","host2040","LAN","193.238.162.251","New York DC","Email","Amy Winehouse","RHEL 7","Dev",1700,"Mule PCE","decommissioning"
